teamstatspk;Team;games_played;wins;losses;win_percentage;Min;points;field_goals_made;field_goals_attempted;field_goal_percentage;three_pointers_made;three_pointers_attempted;three_point_percentage;free_throws_made;free_throw_attempted;free_throw_percentage;offensive_rebounds;defensive_rebounds;rebounds;assists;turnovers;steals;blocks;blocks_attempted;personal_fouls;personal_fouls_drawn;plus_minus;season;season_order;Franchise;points_pg;assists_pg;rebounds_pg;three_pa_pg;three_pm_pg
634;Los Angeles Lakers;82;50;32;0,61;3986;8230;3091;6856;45,1;486;1367;35,6;1562;2129;73,4;1078;2554;3632;1909;1192;639;470;311;1874;6;191;2002-03;2002;Los Angeles Lakers;100,36585365853658;23,28048780487805;44,292682926829265;16,670731707317074;5,926829268292683
635;Portland Trail Blazers;82;50;32;0,61;3970;7803;2987;6491;46,0;379;1150;33,0;1450;1947;74,5;992;2378;3370;1860;1248;725;316;391;1634;5;214;2002-03;2002;Portland Trail Blazers;95,15853658536585;22,682926829268293;41,09756097560975;14,024390243902438;4,621951219512195
636;New Jersey Nets;82;49;33;0,598;3951;7820;2906;6585;44,1;346;1041;33,2;1662;2195;75,7;991;2528;3519;1887;1212;717;374;423;1772;5;428;2002-03;2002;Brooklyn Nets;95,36585365853658;23,01219512195122;42,91463414634146;12,695121951219512;4,219512195121951
637;Indiana Pacers;82;48;34;0,585;3981;7940;2911;6608;44,1;379;1119;33,9;1739;2271;76,6;1004;2622;3626;1910;1210;696;443;513;1811;9;286;2002-03;2002;Indiana Pacers;96,82926829268293;23,29268292682927;44,21951219512195;13,646341463414634;4,621951219512195
638;Philadelphia 76ers;82;48;34;0,585;3971;7941;2975;6640;44,8;245;787;31,1;1746;2253;77,5;1042;2415;3457;1771;1212;844;284;521;1804;8;189;2002-03;2002;Philadelphia 76ers;96,84146341463415;21,597560975609756;42,15853658536585;9,597560975609756;2,9878048780487805
639;New Orleans Hornets;82;47;35;0,573;3981;7699;2914;6695;43,5;404;1075;37,6;1467;1910;76,8;1097;2475;3572;1807;1212;656;394;427;1769;10;173;2002-03;2002;New Orleans Pelicans;93,89024390243902;22,036585365853657;43,5609756097561;13,109756097560975;4,926829268292683
640;Utah Jazz;82;47;35;0,573;3956;7762;2894;6189;46,8;224;641;34,9;1750;2349;74,5;1021;2381;3402;2103;1375;707;467;427;1837;7;196;2002-03;2002;Utah Jazz;94,65853658536585;25,646341463414632;41,48780487804878;7,817073170731708;2,731707317073171
641;Boston Celtics;82;44;38;0,537;3966;7599;2700;6509;41,5;719;2155;33,4;1480;1994;74,2;849;2471;3320;1575;1147;720;303;367;1758;4;-32;2002-03;2002;Boston Celtics;92,67073170731707;19,20731707317073;40,48780487804878;26,28048780487805;8,768292682926829
642;Phoenix Suns;82;44;38;0,537;3961;7834;3005;6776;44,3;394;1149;34,3;1430;1928;74,2;1049;2440;3489;1719;1208;665;404;453;1801;7;93;2002-03;2002;Phoenix Suns;95,53658536585365;20,963414634146343;42,548780487804876;14,012195121951219;4,804878048780488
643;Houston Rockets;82;43;39;0,524;3986;7688;2840;6461;44,0;439;1267;34,6;1569;2044;76,8;1024;2564;3588;1506;1276;594;493;381;1602;5;121;2002-03;2002;Houston Rockets;93,7560975609756;18,365853658536587;43,75609756097561;15,451219512195122;5,353658536585366
644;Milwaukee Bucks;82;42;40;0,512;3981;8158;3045;6670;45,7;585;1526;38,3;1483;1911;77,6;876;2367;3243;1823;1044;622;344;333;1820;6;19;2002-03;2002;Milwaukee Bucks;99,48780487804878;22,23170731707317;39,548780487804876;18,609756097560975;7,134146341463414
645;Orlando Magic;82;42;40;0,512;3961;8078;2947;6763;43,6;568;1590;35,7;1616;2079;77,7;958;2392;3350;1676;1177;696;300;411;1888;6;11;2002-03;2002;Orlando Magic;98,51219512195122;20,4390243902439;40,853658536585364;19,390243902439025;6,926829268292683
646;Seattle SuperSonics;82;40;42;0,488;3971;7555;2887;6599;43,7;456;1291;35,3;1325;1780;74,4;963;2385;3348;1775;1085;679;295;409;1712;6;-10;2002-03;2002;Oklahoma City Thunder;92,13414634146342;21,646341463414632;40,829268292682926;15,74390243902439;5,560975609756097
647;Golden State Warriors;82;38;44;0,463;3951;8400;3061;6941;44,1;425;1235;34,4;1853;2382;77,8;1284;2546;3830;1712;1295;594;506;491;1786;0;-93;2002-03;2002;Golden State Warriors;102,4390243902439;20,878048780487806;46,707317073170735;15,060975609756097;5,182926829268292
648;New York Knicks;82;37;45;0,451;3971;7860;2967;6725;44,1;606;1582;38,3;1320;1620;81,5;842;2376;3218;1800;1149;579;255;308;1888;10;-111;2002-03;2002;New York Knicks;95,85365853658537;21,951219512195124;39,24390243902439;19,29268292682927;7,390243902439025
649;Washington Wizards;82;37;45;0,451;3966;7502;2816;6394;44,0;253;811;31,2;1617;2077;77,9;917;2395;3312;1612;1095;621;390;358;1644;3;-83;2002-03;2002;Washington Wizards;91,48780487804878;19,658536585365855;40,390243902439025;9,890243902439025;3,0853658536585367
650;Atlanta Hawks;82;35;47;0,427;3981;7714;2859;6434;44,4;402;1141;35,2;1594;2011;79,3;937;2558;3495;1679;1367;611;473;409;1783;8;-292;2002-03;2002;Atlanta Hawks;94,07317073170732;20,475609756097562;42,6219512195122;13,914634146341463;4,902439024390244
651;Chicago Bulls;82;30;52;0,366;3985;7786;2991;6714;44,5;349;997;35,0;1455;2014;72,2;985;2541;3526;1782;1388;605;461;413;2028;8;-421;2002-03;2002;Chicago Bulls;94,95121951219512;21,73170731707317;43,0;12,158536585365853;4,2560975609756095
652;Memphis Grizzlies;82;28;54;0,341;3986;7995;3049;6743;45,2;467;1279;36,5;1430;1936;73,9;943;2466;3409;1892;1262;651;500;430;1678;1;-265;2002-03;2002;Memphis Grizzlies;97,5;23,073170731707318;41,573170731707314;15,597560975609756;5,695121951219512
653;Los Angeles Clippers;82;27;55;0,329;3951;7693;2835;6490;43,7;390;1178;33,1;1633;2177;75,0;1008;2462;3470;1605;1291;574;461;418;1784;2;-338;2002-03;2002;LA Clippers;93,8170731707317;19,573170731707318;42,31707317073171;14,365853658536585;4,7560975609756095
654;Miami Heat;82;25;57;0,305;3966;7016;2688;6517;41,2;348;1100;31,6;1292;1689;76,5;948;2464;3412;1501;1167;592;324;436;1856;5;-414;2002-03;2002;Miami Heat;85,5609756097561;18,304878048780488;41,609756097560975;13,414634146341463;4,2439024390243905
655;Toronto Raptors;82;24;58;0,293;3961;7453;2847;6664;42,7;409;1193;34,3;1350;1879;71,8;1023;2355;3378;1583;1181;609;392;406;1761;5;-481;2002-03;2002;Toronto Raptors;90,89024390243902;19,304878048780488;41,19512195121951;14,548780487804878;4,987804878048781
656;Cleveland Cavaliers;82;17;65;0,207;3966;7495;2850;6746;42,2;293;897;32,7;1502;2012;74,7;1118;2542;3660;1712;1501;636;521;494;1864;5;-789;2002-03;2002;Cleveland Cavaliers;91,40243902439025;20,878048780487806;44,63414634146341;10,939024390243903;3,573170731707317
657;Denver Nuggets;82;17;65;0,207;3946;6901;2689;6544;41,1;229;824;27,8;1294;1850;69,9;1112;2363;3475;1737;1514;712;422;538;2056;11;-679;2002-03;2002;Denver Nuggets;84,15853658536585;21,182926829268293;42,3780487804878;10,048780487804878;2,792682926829268
658;Sacramento Kings;82;61;21;0,744;3951;8578;3267;7003;46,7;426;1160;36,7;1618;2154;75,1;1013;2702;3715;1959;1128;741;375;387;1560;9;624;2001-02;2001;Sacramento Kings;104,60975609756098;23,890243902439025;45,30487804878049;14,146341463414634;5,195121951219512
659;Los Angeles Lakers;82;58;24;0,707;3956;8304;3150;6840;46,1;510;1439;35,4;1494;2138;69,9;1022;2607;3629;1882;1040;625;478;354;1823;8;584;2001-02;2001;Los Angeles Lakers;101,26829268292683;22,951219512195124;44,25609756097561;17,548780487804876;6,219512195121951
660;San Antonio Spurs;82;58;24;0,707;3971;7932;2913;6363;45,8;438;1211;36,2;1668;2249;74,2;907;2566;3473;1643;1180;625;537;428;1575;8;509;2001-02;2001;San Antonio Spurs;96,73170731707317;20,036585365853657;42,353658536585364;14,768292682926829;5,341463414634147
661;Dallas Mavericks;82;57;25;0,695;3976;8629;3200;6930;46,2;621;1645;37,8;1608;1994;80,6;918;2568;3486;1811;992;581;392;377;1842;8;349;2001-02;2001;Dallas Mavericks;105,23170731707317;22,085365853658537;42,51219512195122;20,0609756097561;7,573170731707317
662;New Jersey Nets;82;52;30;0,634;3966;7889;3042;6816;44,6;403;1194;33,8;1402;1907;73,5;1039;2515;3554;1990;1189;716;490;439;1734;9;341;2001-02;2001;Brooklyn Nets;96,20731707317073;24,26829268292683;43,34146341463415;14,560975609756097;4,914634146341464
663;Detroit Pistons;82;50;32;0,61;3936;7735;2845;6301;45,2;567;1509;37,6;1478;1954;75,6;811;2366;3177;1765;1193;648;565;335;1695;6;175;2001-02;2001;Detroit Pistons;94,32926829268293;21,524390243902438;38,74390243902439;18,402439024390244;6,914634146341464
664;Minnesota Timberwolves;82;50;32;0,61;3961;8145;3175;6887;46,1;396;1047;37,8;1399;1754;79,8;1059;2562;3621;1993;1097;524;427;407;1739;7;277;2001-02;2001;Minnesota Timberwolves;99,32926829268293;24,304878048780488;44,15853658536585;12,768292682926829;4,829268292682927
665;Boston Celtics;82;49;33;0,598;3966;7901;2852;6731;42,4;699;1946;35,9;1498;1960;76,4;891;2570;3461;1722;1114;793;292;476;1776;3;181;2001-02;2001;Boston Celtics;96,35365853658537;21,0;42,207317073170735;23,73170731707317;8,524390243902438
666;Portland Trail Blazers;82;49;33;0,598;3966;7925;3004;6671;45,0;466;1318;35,4;1451;1901;76,3;1085;2444;3529;1926;1172;702;368;410;1613;7;245;2001-02;2001;Portland Trail Blazers;96,64634146341463;23,48780487804878;43,03658536585366;16,073170731707318;5,682926829268292
667;Seattle SuperSonics;82;45;37;0,549;3966;8014;3131;6681;46,9;489;1292;37,8;1263;1672;75,5;968;2333;3301;1926;1124;698;364;400;1732;6;248;2001-02;2001;Oklahoma City Thunder;97,73170731707317;23,48780487804878;40,25609756097561;15,75609756097561;5,963414634146342
668;Charlotte Hornets;82;44;38;0,537;3951;7700;2893;6580;44,0;346;994;34,8;1568;2105;74,5;1059;2505;3564;1759;1150;653;456;422;1747;15;79;2001-02;2001;Charlotte Hornets;93,90243902439025;21,451219512195124;43,46341463414634;12,121951219512194;4,219512195121951
669;Orlando Magic;82;44;38;0,537;3966;8240;3087;6892;44,8;620;1660;37,3;1446;1917;75,4;941;2439;3380;1804;1118;663;383;383;1700;5;129;2001-02;2001;Orlando Magic;100,48780487804878;22,0;41,21951219512195;20,24390243902439;7,560975609756097
670;Utah Jazz;82;44;38;0,537;3966;7871;2869;6374;45,0;280;842;33,3;1853;2430;76,3;1109;2349;3458;1999;1353;749;523;548;1971;8;73;2001-02;2001;Utah Jazz;95,98780487804878;24,378048780487806;42,170731707317074;10,268292682926829;3,4146341463414633
671;Philadelphia 76ers;82;43;39;0,524;3946;7461;2804;6436;43,6;214;715;29,9;1639;2104;77,9;1092;2534;3626;1638;1256;705;363;458;1645;13;131;2001-02;2001;Philadelphia 76ers;90,98780487804878;19,975609756097562;44,21951219512195;8,71951219512195;2,6097560975609757
672;Indiana Pacers;82;42;40;0,512;3981;7938;2935;6580;44,6;405;1195;33,9;1663;2155;77,2;930;2568;3498;1884;1249;658;436;466;1876;14;22;2001-02;2001;Indiana Pacers;96,8048780487805;22,975609756097562;42,65853658536585;14,573170731707316;4,939024390243903
673;Toronto Raptors;82;42;40;0,512;3951;7494;2919;6727;43,4;387;1109;34,9;1269;1717;73,9;1114;2336;3450;1779;1174;688;458;393;1771;9;-36;2001-02;2001;Toronto Raptors;91,39024390243902;21,695121951219512;42,073170731707314;13,524390243902438;4,719512195121951
674;Milwaukee Bucks;82;41;41;0,5;3981;7996;3041;6577;46,2;593;1583;37,5;1321;1767;74,8;841;2557;3398;1847;1157;596;388;361;1788;9;-18;2001-02;2001;Milwaukee Bucks;97,51219512195122;22,524390243902438;41,4390243902439;19,304878048780488;7,2317073170731705
675;Los Angeles Clippers;82;39;43;0,476;3961;7846;2970;6668;44,5;408;1147;35,6;1498;2026;73,9;1083;2474;3557;1714;1214;510;540;439;1624;6;-38;2001-02;2001;LA Clippers;95,6829268292683;20,902439024390244;43,3780487804878;13,987804878048781;4,975609756097561
676;Washington Wizards;82;37;45;0,451;3946;7609;2938;6664;44,1;305;786;38,8;1428;1866;76,5;1055;2393;3448;1715;1068;570;354;414;1763;7;-115;2001-02;2001;Washington Wizards;92,79268292682927;20,914634146341463;42,048780487804876;9,585365853658537;3,7195121951219514
677;Miami Heat;82;36;46;0,439;3986;7150;2801;6382;43,9;312;899;34,7;1236;1708;72,4;902;2544;3446;1664;1217;547;448;353;1846;14;-126;2001-02;2001;Miami Heat;87,1951219512195;20,29268292682927;42,02439024390244;10,963414634146341;3,8048780487804876
678;Phoenix Suns;82;36;46;0,439;3966;7802;3097;6934;44,7;358;1096;32,7;1250;1630;76,7;1072;2430;3502;1838;1205;668;401;475;1785;9;-56;2001-02;2001;Phoenix Suns;95,14634146341463;22,414634146341463;42,707317073170735;13,365853658536585;4,365853658536586
679;Atlanta Hawks;82;33;49;0,402;3956;7711;2901;6610;43,9;423;1194;35,4;1486;1942;76,5;955;2445;3400;1655;1274;666;349;508;1702;9;-347;2001-02;2001;Atlanta Hawks;94,03658536585365;20,182926829268293;41,46341463414634;14,560975609756097;5,158536585365853
680;New York Knicks;82;30;52;0,366;3961;7514;2817;6520;43,2;474;1344;35,3;1406;1786;78,7;876;2458;3334;1720;1192;558;288;385;1800;14;-327;2001-02;2001;New York Knicks;91,63414634146342;20,975609756097562;40,65853658536585;16,390243902439025;5,780487804878049
681;Cleveland Cavaliers;82;29;53;0,354;3971;7812;2948;6582;44,8;387;1026;37,7;1529;1980;77,2;968;2483;3451;1891;1196;572;470;459;1752;10;-273;2001-02;2001;Cleveland Cavaliers;95,26829268292683;23,0609756097561;42,08536585365854;12,512195121951219;4,719512195121951
682;Houston Rockets;82;28;54;0,341;3996;7572;2837;6629;42,8;496;1480;33,5;1402;1893;74,1;1025;2411;3436;1482;1156;537;445;415;1476;11;-401;2001-02;2001;Houston Rockets;92,34146341463415;18,073170731707318;41,90243902439025;18,048780487804876;6,048780487804878
683;Denver Nuggets;82;27;55;0,329;3961;7559;2915;6870;42,4;423;1285;32,9;1306;1756;74,4;1117;2310;3427;1817;1205;613;462;560;1873;9;-477;2001-02;2001;Denver Nuggets;92,1829268292683;22,158536585365855;41,792682926829265;15,670731707317072;5,158536585365853
684;Memphis Grizzlies;82;23;59;0,28;3956;7372;2851;6535;43,6;336;1096;30,7;1334;1883;70,8;984;2413;3397;1785;1344;646;488;457;1571;8;-610;2001-02;2001;Memphis Grizzlies;89,90243902439025;21,76829268292683;41,426829268292686;13,365853658536585;4,097560975609756
685;Chicago Bulls;82;21;61;0,256;3961;7335;2811;6491;43,3;300;868;34,6;1413;1958;72,2;924;2359;3283;1817;1252;633;361;399;1834;13;-700;2001-02;2001;Chicago Bulls;89,45121951219512;22,158536585365855;40,03658536585366;10,585365853658537;3,658536585365854
686;Golden State Warriors;82;21;61;0,256;3956;8009;2998;6989;42,9;320;994;32,2;1693;2344;72,2;1334;2493;3827;1706;1378;650;523;516;1884;19;-443;2001-02;2001;Golden State Warriors;97,67073170731707;20,804878048780488;46,670731707317074;12,121951219512194;3,902439024390244
687;San Antonio Spurs;82;58;24;0,707;3966;7886;2884;6262;46,1;445;1094;40,7;1673;2340;71,5;902;2712;3614;1778;1145;568;576;426;1551;3;636;2000-01;2000;San Antonio Spurs;96,17073170731707;21,682926829268293;44,073170731707314;13,341463414634147;5,426829268292683
688;Los Angeles Lakers;82;56;26;0,683;3981;8251;3109;6685;46,5;439;1275;34,4;1594;2333;68,3;1085;2583;3668;1888;1184;564;490;324;1872;7;277;2000-01;2000;Los Angeles Lakers;100,6219512195122;23,024390243902438;44,73170731707317;15,548780487804878;5,353658536585366
689;Philadelphia 76ers;82;56;26;0,683;3971;7763;2902;6487;44,7;262;803;32,6;1697;2277;74,5;1075;2600;3675;1692;1292;690;408;458;1673;2;351;2000-01;2000;Philadelphia 76ers;94,67073170731707;20,634146341463413;44,81707317073171;9,792682926829269;3,1951219512195124
690;Sacramento Kings;82;55;27;0,671;4016;8343;3132;6969;44,9;479;1353;35,4;1600;2075;77,1;987;2705;3692;1852;1221;793;432;476;1596;2;477;2000-01;2000;Sacramento Kings;101,7439024390244;22,585365853658537;45,02439024390244;16,5;5,841463414634147
691;Dallas Mavericks;82;53;29;0,646;3961;8239;3085;6716;45,9;517;1357;38,1;1552;1954;79,4;831;2571;3402;1740;1141;618;492;379;1907;9;351;2000-01;2000;Dallas Mavericks;100,47560975609755;21,21951219512195;41,48780487804878;16,548780487804876;6,304878048780488
692;Utah Jazz;82;53;29;0,646;3956;7959;2960;6289;47,1;325;852;38,1;1714;2280;75,2;943;2383;3326;2111;1297;661;463;453;2108;6;385;2000-01;2000;Utah Jazz;97,0609756097561;25,74390243902439;40,5609756097561;10,390243902439025;3,9634146341463414
693;Milwaukee Bucks;82;52;30;0,634;3956;8260;3112;6798;45,8;562;1481;37,9;1474;1874;78,7;975;2500;3475;1844;1123;672;386;350;1928;9;318;2000-01;2000;Milwaukee Bucks;100,73170731707317;22,48780487804878;42,3780487804878;18,0609756097561;6,853658536585366
694;Phoenix Suns;82;51;31;0,622;3961;7710;2944;6757;43,6;332;1054;31,5;1490;1973;75,5;970;2529;3499;1905;1251;775;429;416;1864;6;181;2000-01;2000;Phoenix Suns;94,02439024390245;23,23170731707317;42,670731707317074;12,853658536585366;4,048780487804878
695;Miami Heat;82;50;32;0,61;3976;7289;2694;6258;43,0;478;1384;34,5;1423;1874;75,9;813;2435;3248;1630;1122;633;304;424;1726;5;188;2000-01;2000;Miami Heat;88,89024390243902;19,878048780487806;39,609756097560975;16,878048780487806;5,829268292682927
696;Portland Trail Blazers;82;50;32;0,61;3956;7824;3004;6417;46,8;369;1057;34,9;1447;1899;76,2;959;2481;3440;1963;1257;672;419;324;1745;11;344;2000-01;2000;Portland Trail Blazers;95,41463414634147;23,9390243902439;41,951219512195124;12,890243902439025;4,5
697;New York Knicks;82;48;34;0,585;3981;7275;2755;6198;44,4;391;1115;35,1;1374;1727;79,6;773;2524;3297;1520;1189;545;346;338;1863;7;216;2000-01;2000;New York Knicks;88,71951219512195;18,536585365853657;40,207317073170735;13,597560975609756;4,7682926829268295
698;Minnesota Timberwolves;82;47;35;0,573;3966;7982;3148;6871;45,8;322;901;35,7;1364;1737;78,5;1002;2470;3472;2083;1136;682;456;357;1900;6;111;2000-01;2000;Minnesota Timberwolves;97,34146341463415;25,402439024390244;42,34146341463415;10,987804878048781;3,926829268292683
699;Toronto Raptors;82;47;35;0,573;3991;8007;3048;6972;43,7;429;1164;36,9;1482;1985;74,7;1118;2529;3647;2004;1080;599;519;439;1745;6;185;2000-01;2000;Toronto Raptors;97,64634146341463;24,4390243902439;44,47560975609756;14,195121951219512;5,2317073170731705
700;Charlotte Hornets;82;46;36;0,561;3976;7539;2800;6501;43,1;340;984;34,6;1599;2146;74,5;1033;2608;3641;1900;1183;665;455;375;1753;5;172;2000-01;2000;Charlotte Hornets;91,9390243902439;23,170731707317074;44,40243902439025;12,0;4,146341463414634
701;Houston Rockets;82;45;37;0,549;3966;7972;2943;6494;45,3;504;1412;35,7;1582;2086;75,8;919;2524;3443;1613;1204;587;358;400;1657;3;188;2000-01;2000;Houston Rockets;97,21951219512195;19,670731707317074;41,98780487804878;17,21951219512195;6,146341463414634
702;Seattle SuperSonics;82;44;38;0,537;3961;7978;3029;6649;45,6;466;1169;39,9;1454;1986;73,2;999;2422;3421;1792;1252;657;409;510;1733;6;2;2000-01;2000;Oklahoma City Thunder;97,29268292682927;21,853658536585368;41,71951219512195;14,25609756097561;5,682926829268292
703;Orlando Magic;82;43;39;0,524;3991;7992;3013;6873;43,8;490;1346;36,4;1476;2068;71,4;1069;2450;3519;1803;1245;674;481;440;2071;9;81;2000-01;2000;Orlando Magic;97,46341463414635;21,98780487804878;42,91463414634146;16,414634146341463;5,975609756097561
704;Indiana Pacers;82;41;41;0,5;3996;7591;2828;6431;44,0;396;1159;34,2;1539;2009;76,6;921;2595;3516;1763;1244;563;487;387;1926;8;-16;2000-01;2000;Indiana Pacers;92,57317073170732;21,5;42,8780487804878;14,134146341463415;4,829268292682927
705;Denver Nuggets;82;40;42;0,488;3956;7918;2979;6877;43,3;512;1444;35,5;1448;1964;73,7;1044;2583;3627;1970;1136;552;538;497;1820;3;-202;2000-01;2000;Denver Nuggets;96,5609756097561;24,024390243902438;44,23170731707317;17,609756097560975;6,2439024390243905
706;Boston Celtics;82;36;46;0,439;3966;7759;2773;6485;42,8;592;1633;36,3;1621;2190;74,0;897;2367;3264;1708;1285;769;336;440;1952;3;-175;2000-01;2000;Boston Celtics;94,6219512195122;20,829268292682926;39,80487804878049;19,914634146341463;7,219512195121951
707;Detroit Pistons;82;32;50;0,39;3971;7837;2919;6880;42,4;389;1112;35,0;1610;2233;72,1;1108;2626;3734;1629;1304;613;447;397;1955;7;-139;2000-01;2000;Detroit Pistons;95,57317073170732;19,865853658536587;45,53658536585366;13,560975609756097;4,7439024390243905
708;Los Angeles Clippers;82;31;51;0,378;4006;7581;2896;6467;44,8;360;1063;33,9;1429;2061;69,3;962;2559;3521;1585;1293;490;513;412;1775;2;-237;2000-01;2000;LA Clippers;92,45121951219512;19,329268292682926;42,9390243902439;12,963414634146341;4,390243902439025
709;Cleveland Cavaliers;82;30;52;0,366;3966;7561;2890;6532;44,2;220;659;33,4;1561;2040;76,5;1015;2440;3455;1708;1350;642;436;542;1904;8;-348;2000-01;2000;Cleveland Cavaliers;92,20731707317073;20,829268292682926;42,13414634146341;8,036585365853659;2,682926829268293
710;New Jersey Nets;82;26;56;0,317;3946;7552;2781;6550;42,5;361;1084;33,3;1629;2146;75,9;909;2337;3246;1603;1208;649;407;522;1982;4;-414;2000-01;2000;Brooklyn Nets;92,09756097560975;19,548780487804876;39,58536585365854;13,21951219512195;4,402439024390244
711;Atlanta Hawks;82;25;57;0,305;3946;7459;2876;6668;43,1;333;933;35,7;1374;1811;75,9;1028;2490;3518;1559;1368;634;387;513;1863;7;-427;2000-01;2000;Atlanta Hawks;90,96341463414635;19,01219512195122;42,90243902439025;11,378048780487806;4,060975609756097
